"idnum","child_edu_level"
"4271","Some college, tech"
"4272",NA
"4273",NA
"4274",NA
"4275","Completed high school"
"4276","Some college, tech"
"4277","Completed high school"
"4278",NA
"4279","Completed high school"
"4280","Some college, tech"
"4281",NA
"4282","Less than high school"
"4283",NA
"4284","Some college, tech"
"4285",NA
"4286","Some college, tech"
"4287","Completed high school"
"4288","Some college, tech"
"4289",NA
"4290","Some college, tech"
"4291",NA
"4292",NA
"4293","Some college, tech"
"4294","Less than high school"
"4295","Some college, tech"
"4296","Completed high school"
"4297",NA
"4298","Completed high school"
"4299","Completed high school"
"4300","Completed high school"
"4301","Some college, tech"
"4302",NA
"4303","Less than high school"
"4304",NA
"4305",NA
"4306","Completed college/grad"
"4307","Completed high school"
"4308","Some college, tech"
"4309","Less than high school"
"4310",NA
"4311","Some college, tech"
"4312","Some college, tech"
"4313",NA
"4314",NA
"4315",NA
"4316","Completed high school"
"4317",NA
"4318",NA
"4319","Completed high school"
"4320",NA
"4321","Completed high school"
"4322","Some college, tech"
"4323","Completed high school"
"4324","Completed college/grad"
"4325",NA
"4326","Completed college/grad"
"4327","Completed high school"
"4328","Completed high school"
"4329","Completed college/grad"
"4330","Some college, tech"
"4331","Completed high school"
"4332",NA
"4333","Completed high school"
"4334","Some college, tech"
"4335","Less than high school"
"4336","Some college, tech"
"4337",NA
"4338",NA
"4339","Some college, tech"
"4340",NA
"4341","Completed high school"
"4342",NA
"4343",NA
"4344","Completed high school"
"4345",NA
"4346","Completed high school"
"4347","Some college, tech"
"4348",NA
"4349",NA
"4350","Completed high school"
"4351","Less than high school"
"4352",NA
"4353",NA
"4354","Less than high school"
"4355",NA
"4356","Completed high school"
"4357","Some college, tech"
"4358",NA
"4359","Some college, tech"
"4360","Some college, tech"
"4361",NA
"4362","Completed high school"
"4363",NA
"4364",NA
"4365",NA
"4366","Completed high school"
"4367","Less than high school"
"4368","Some college, tech"
"4369",NA
"4370",NA
"4371","Some college, tech"
"4372",NA
"4373",NA
"4374",NA
"4375","Completed college/grad"
"4376","Completed college/grad"
"4377",NA
"4378","Completed high school"
"4379","Completed high school"
"4380","Completed high school"
"4381","Some college, tech"
"4382",NA
"4383","Completed high school"
"4384","Completed high school"
"4385","Completed college/grad"
"4386","Some college, tech"
"4387",NA
"4388","Some college, tech"
"4389",NA
"4390",NA
"4391",NA
"4392","Completed high school"
"4393",NA
"4394","Less than high school"
"4395","Some college, tech"
"4396","Completed high school"
"4397","Less than high school"
"4398","Completed college/grad"
"4399","Some college, tech"
"4400","Some college, tech"
"4401",NA
"4402",NA
"4403","Some college, tech"
"4404","Completed high school"
"4405","Some college, tech"
"4406","Some college, tech"
"4407","Completed high school"
"4408","Completed high school"
"4409",NA
"4410","Some college, tech"
"4411","Completed college/grad"
"4412",NA
"4413","Completed high school"
"4414","Some college, tech"
"4415",NA
"4416",NA
"4417",NA
"4418","Completed high school"
"4419",NA
"4420","Completed college/grad"
"4421",NA
"4422",NA
"4423","Completed high school"
"4424",NA
"4425","Some college, tech"
"4426","Completed high school"
"4427",NA
"4428","Some college, tech"
"4429",NA
"4430",NA
"4431","Some college, tech"
"4432","Less than high school"
"4433","Less than high school"
"4434",NA
"4435","Some college, tech"
"4436","Completed college/grad"
"4437","Completed high school"
"4438","Some college, tech"
"4439","Completed college/grad"
"4440",NA
"4441","Some college, tech"
"4442",NA
"4443","Completed high school"
"4444",NA
"4445","Completed high school"
"4446","Some college, tech"
"4447",NA
"4448",NA
"4449",NA
"4450",NA
"4451",NA
"4452",NA
"4453",NA
"4454","Some college, tech"
"4455","Completed college/grad"
"4456","Completed high school"
"4457","Less than high school"
"4458",NA
"4459","Completed college/grad"
"4460","Some college, tech"
"4461","Some college, tech"
"4462","Completed high school"
"4463","Some college, tech"
"4464","Some college, tech"
"4465","Completed high school"
"4466","Some college, tech"
"4467","Some college, tech"
"4468","Some college, tech"
"4469","Less than high school"
"4470","Some college, tech"
"4471",NA
"4472",NA
"4473",NA
"4474","Some college, tech"
"4475","Some college, tech"
"4476",NA
"4477","Completed college/grad"
"4478","Completed high school"
"4479","Completed high school"
"4480",NA
"4481","Completed high school"
"4482","Some college, tech"
"4483",NA
"4484","Completed college/grad"
"4485","Some college, tech"
"4486","Some college, tech"
"4487","Some college, tech"
"4488","Completed college/grad"
"4489",NA
"4490",NA
"4491","Less than high school"
"4492","Less than high school"
"4493","Completed college/grad"
"4494","Some college, tech"
"4495",NA
"4496","Completed high school"
"4497","Completed college/grad"
"4498","Some college, tech"
"4499",NA
"4500","Some college, tech"
"4501","Completed high school"
"4502",NA
"4503","Completed college/grad"
"4504","Some college, tech"
"4505",NA
"4506","Some college, tech"
"4507","Some college, tech"
"4508","Completed college/grad"
"4509","Completed high school"
"4510",NA
"4511",NA
"4512",NA
"4513","Less than high school"
"4514",NA
"4515","Completed high school"
"4516",NA
"4517",NA
"4518","Less than high school"
"4519",NA
"4520",NA
"4521","Completed high school"
"4522",NA
"4523",NA
"4524","Completed high school"
"4525","Some college, tech"
"4526",NA
"4527","Less than high school"
"4528","Completed high school"
"4529","Completed college/grad"
"4530",NA
"4531",NA
"4532","Some college, tech"
"4533",NA
"4534","Completed high school"
"4535",NA
"4536","Completed high school"
"4537",NA
"4538",NA
"4539",NA
"4540",NA
"4541",NA
"4542","Completed high school"
"4543",NA
"4544","Some college, tech"
"4545","Some college, tech"
"4546","Completed high school"
"4547",NA
"4548","Some college, tech"
"4549",NA
"4550","Some college, tech"
"4551","Some college, tech"
"4552","Some college, tech"
"4553","Some college, tech"
"4554","Some college, tech"
"4555","Completed high school"
"4556","Less than high school"
"4557",NA
"4558","Completed college/grad"
"4559","Less than high school"
"4560","Some college, tech"
"4561","Completed high school"
"4562","Some college, tech"
"4563",NA
"4564","Completed high school"
"4565",NA
"4566",NA
"4567",NA
"4568",NA
"4569","Less than high school"
"4570",NA
"4571","Some college, tech"
"4572","Some college, tech"
"4573",NA
"4574",NA
"4575",NA
"4576","Some college, tech"
"4577",NA
"4578",NA
"4579","Some college, tech"
"4580",NA
"4581","Some college, tech"
"4582","Completed high school"
"4583",NA
"4584",NA
"4585","Completed college/grad"
"4586","Some college, tech"
"4587","Completed high school"
"4588","Completed college/grad"
"4589","Completed high school"
"4590",NA
"4591","Completed high school"
"4592",NA
"4593","Some college, tech"
"4594","Completed high school"
"4595",NA
"4596","Completed college/grad"
"4597","Completed high school"
"4598","Completed college/grad"
"4599","Some college, tech"
"4600","Completed high school"
"4601","Some college, tech"
"4602","Completed high school"
"4603","Some college, tech"
"4604","Some college, tech"
"4605","Completed high school"
"4606",NA
"4607","Completed high school"
"4608",NA
"4609","Completed high school"
"4610","Completed college/grad"
"4611","Some college, tech"
"4612","Some college, tech"
"4613","Completed high school"
"4614","Some college, tech"
"4615","Completed high school"
"4616","Less than high school"
"4617",NA
"4618","Completed college/grad"
"4619","Less than high school"
"4620",NA
"4621","Completed high school"
"4622",NA
"4623","Some college, tech"
"4624","Completed high school"
"4625","Some college, tech"
"4626","Completed high school"
"4627",NA
"4628","Some college, tech"
"4629","Some college, tech"
"4630",NA
"4631","Completed high school"
"4632",NA
"4633","Completed high school"
"4634","Some college, tech"
"4635",NA
"4636","Completed high school"
"4637","Some college, tech"
"4638","Some college, tech"
"4639",NA
"4640",NA
"4641","Completed high school"
"4642","Completed high school"
"4643","Some college, tech"
"4644","Some college, tech"
"4645",NA
"4646",NA
"4647","Some college, tech"
"4648",NA
"4649",NA
"4650","Less than high school"
"4651","Completed high school"
"4652",NA
"4653",NA
"4654","Completed high school"
"4655",NA
"4656",NA
"4657",NA
"4658","Completed high school"
"4659","Completed high school"
"4660","Completed high school"
"4661","Some college, tech"
"4662",NA
"4663","Completed high school"
"4664","Less than high school"
"4665","Completed high school"
"4666",NA
"4667",NA
"4668",NA
"4669","Some college, tech"
"4670",NA
"4671",NA
"4672",NA
"4673","Some college, tech"
"4674",NA
"4675","Some college, tech"
"4676",NA
"4677",NA
"4678","Completed college/grad"
"4679",NA
"4680","Some college, tech"
"4681","Some college, tech"
"4682","Completed high school"
"4683","Completed college/grad"
"4684","Some college, tech"
"4685",NA
"4686",NA
"4687",NA
"4688","Completed high school"
"4689","Some college, tech"
"4690",NA
"4691","Some college, tech"
"4692",NA
"4693","Completed college/grad"
"4694","Completed college/grad"
"4695","Some college, tech"
"4696",NA
"4697",NA
"4698",NA
"4699","Some college, tech"
"4700",NA
"4701",NA
"4702","Completed high school"
"4703","Less than high school"
"4704",NA
"4705",NA
"4706","Completed high school"
"4707","Completed college/grad"
"4708","Completed high school"
"4709","Completed high school"
"4710","Some college, tech"
"4711","Completed high school"
"4712",NA
"4713",NA
"4714",NA
"4715","Some college, tech"
"4716","Completed high school"
"4717","Completed college/grad"
"4718",NA
"4719","Less than high school"
"4720","Completed high school"
"4721",NA
"4722","Less than high school"
"4723",NA
"4724","Less than high school"
"4725","Completed high school"
"4726","Some college, tech"
"4727",NA
"4728","Completed college/grad"
"4729",NA
"4730",NA
"4731",NA
"4732","Completed college/grad"
"4733",NA
"4734","Completed high school"
"4735",NA
"4736","Completed high school"
"4737","Some college, tech"
"4738",NA
"4739","Some college, tech"
"4740",NA
"4741","Completed high school"
"4742",NA
"4743","Some college, tech"
"4744","Completed college/grad"
"4745",NA
"4746","Some college, tech"
"4747",NA
"4748",NA
"4749","Completed college/grad"
"4750",NA
"4751",NA
"4752","Less than high school"
"4753",NA
"4754","Some college, tech"
"4755","Completed college/grad"
"4756","Less than high school"
"4757","Completed high school"
"4758","Completed high school"
"4759","Completed high school"
"4760","Some college, tech"
"4761",NA
"4762","Less than high school"
"4763","Completed high school"
"4764",NA
"4765",NA
"4766",NA
"4767",NA
"4768","Completed high school"
"4769","Completed high school"
"4770","Some college, tech"
"4771","Completed high school"
"4772",NA
"4773","Completed high school"
"4774",NA
"4775",NA
"4776",NA
"4777","Less than high school"
"4778",NA
"4779",NA
"4780","Some college, tech"
"4781","Completed high school"
"4782",NA
"4783","Completed college/grad"
"4784","Completed high school"
"4785","Completed high school"
"4786",NA
"4787",NA
"4788",NA
"4789","Some college, tech"
"4790","Completed high school"
"4791","Completed high school"
"4792","Some college, tech"
"4793","Less than high school"
"4794",NA
"4795","Some college, tech"
"4796",NA
"4797","Some college, tech"
"4798","Some college, tech"
"4799","Completed high school"
"4800",NA
"4801","Completed high school"
"4802","Some college, tech"
"4803","Completed high school"
"4804",NA
"4805",NA
"4806","Completed college/grad"
"4807","Some college, tech"
"4808",NA
"4809","Completed college/grad"
"4810",NA
"4811","Completed high school"
"4812",NA
"4813",NA
"4814","Some college, tech"
"4815",NA
"4816",NA
"4817",NA
"4818","Completed high school"
"4819","Some college, tech"
"4820","Completed college/grad"
"4821","Some college, tech"
"4822",NA
"4823","Some college, tech"
"4824","Some college, tech"
"4825",NA
"4826","Some college, tech"
"4827","Completed high school"
"4828","Completed high school"
"4829",NA
"4830",NA
"4831",NA
"4832",NA
"4833","Completed high school"
"4834","Completed high school"
"4835","Completed high school"
"4836","Some college, tech"
"4837","Completed high school"
"4838","Completed high school"
"4839",NA
"4840",NA
"4841","Some college, tech"
"4842",NA
"4843",NA
"4844","Some college, tech"
"4845","Completed high school"
"4846",NA
"4847",NA
"4848","Completed high school"
"4849",NA
"4850",NA
"4851","Completed high school"
"4852","Some college, tech"
"4853",NA
"4854","Completed high school"
"4855","Some college, tech"
"4856","Completed college/grad"
"4857","Less than high school"
"4858",NA
"4859","Completed high school"
"4860",NA
"4861","Less than high school"
"4862",NA
"4863","Completed college/grad"
"4864",NA
"4865","Completed college/grad"
"4866","Completed high school"
"4867","Completed college/grad"
"4868","Completed high school"
"4869",NA
"4870",NA
"4871",NA
"4872","Completed college/grad"
"4873","Some college, tech"
"4874","Some college, tech"
"4875",NA
"4876","Less than high school"
"4877",NA
"4878","Less than high school"
"4879","Completed high school"
"4880","Some college, tech"
"4881",NA
"4882","Some college, tech"
"4883","Completed high school"
"4884",NA
"4885","Completed high school"
"4886","Completed high school"
"4887","Some college, tech"
"4888","Completed college/grad"
"4889",NA
"4890",NA
"4891","Completed high school"
"4892","Completed college/grad"
"4893","Some college, tech"
"4894","Some college, tech"
"4895",NA
"4896","Completed high school"
"4897","Completed high school"
"4898",NA
