"idnum","fparents_edustatus_w2345","mparents_edustatus_w2345"
"3959","At least one parent attended college","At least one parent attended college"
"3960","Neither parent attended college",NA
"3961","Neither parent attended college","At least one parent attended college"
"3962",NA,"At least one parent attended college"
"3963","At least one parent attended college","Neither parent attended college"
"3964",NA,"Neither parent attended college"
"3965",NA,NA
"3966","Neither parent attended college","Neither parent attended college"
"3967","At least one parent attended college","Neither parent attended college"
"3968","At least one parent attended college","Neither parent attended college"
"3969","At least one parent attended college",NA
"3970","Neither parent attended college","Neither parent attended college"
"3971","Neither parent attended college","At least one parent attended college"
"3972","At least one parent attended college","At least one parent attended college"
"3973","Neither parent attended college","Neither parent attended college"
"3974","Neither parent attended college","At least one parent attended college"
"3975","Neither parent attended college",NA
"3976","Neither parent attended college","Neither parent attended college"
"3977","Neither parent attended college","Neither parent attended college"
"3978","Neither parent attended college","Neither parent attended college"
"3979","Neither parent attended college","Neither parent attended college"
"3980","Neither parent attended college","At least one parent attended college"
"3981","Neither parent attended college","At least one parent attended college"
"3982",NA,"Neither parent attended college"
"3983","At least one parent attended college","Neither parent attended college"
"3984","Neither parent attended college","Neither parent attended college"
"3985",NA,NA
"3986",NA,NA
"3987",NA,"Neither parent attended college"
"3988",NA,"Neither parent attended college"
"3989","Neither parent attended college","At least one parent attended college"
"3990",NA,"Neither parent attended college"
"3991","At least one parent attended college","At least one parent attended college"
"3992",NA,"Neither parent attended college"
"3993","At least one parent attended college","At least one parent attended college"
"3994","Neither parent attended college","Neither parent attended college"
"3995",NA,"Neither parent attended college"
"3996","Neither parent attended college","At least one parent attended college"
"3997","Neither parent attended college","Neither parent attended college"
"3998","At least one parent attended college","Neither parent attended college"
"3999","Neither parent attended college","Neither parent attended college"
"4000","Neither parent attended college","At least one parent attended college"
"4001","Neither parent attended college","Neither parent attended college"
"4002","At least one parent attended college","Neither parent attended college"
"4003","Neither parent attended college","At least one parent attended college"
"4004","At least one parent attended college","At least one parent attended college"
"4005","At least one parent attended college","Neither parent attended college"
"4006","At least one parent attended college","Neither parent attended college"
"4007","At least one parent attended college","At least one parent attended college"
"4008",NA,"At least one parent attended college"
"4009","At least one parent attended college","At least one parent attended college"
"4010","Neither parent attended college",NA
"4011","At least one parent attended college","At least one parent attended college"
"4012",NA,"Neither parent attended college"
"4013","Neither parent attended college","Neither parent attended college"
"4014","Neither parent attended college","Neither parent attended college"
"4015","Neither parent attended college","At least one parent attended college"
"4016",NA,"At least one parent attended college"
"4017",NA,"Neither parent attended college"
"4018","Neither parent attended college","Neither parent attended college"
"4019","Neither parent attended college","Neither parent attended college"
"4020","Neither parent attended college","Neither parent attended college"
"4021",NA,"Neither parent attended college"
"4022",NA,"At least one parent attended college"
"4023","At least one parent attended college","At least one parent attended college"
"4024",NA,"Neither parent attended college"
"4025","At least one parent attended college","At least one parent attended college"
"4026","At least one parent attended college","Neither parent attended college"
"4027","Neither parent attended college","Neither parent attended college"
"4028","Neither parent attended college","Neither parent attended college"
"4029",NA,NA
"4030","Neither parent attended college","Neither parent attended college"
"4031","Neither parent attended college","At least one parent attended college"
"4032","At least one parent attended college","At least one parent attended college"
"4033","Neither parent attended college","At least one parent attended college"
"4034","Neither parent attended college","At least one parent attended college"
"4035",NA,"Neither parent attended college"
"4036","At least one parent attended college","At least one parent attended college"
"4037","Neither parent attended college","Neither parent attended college"
"4038","At least one parent attended college","Neither parent attended college"
"4039","Neither parent attended college","Neither parent attended college"
"4040","Neither parent attended college","Neither parent attended college"
"4041",NA,"Neither parent attended college"
"4042","Neither parent attended college","Neither parent attended college"
"4043","Neither parent attended college","Neither parent attended college"
"4044",NA,"At least one parent attended college"
"4045","Neither parent attended college","Neither parent attended college"
"4046","Neither parent attended college","Neither parent attended college"
"4047",NA,"Neither parent attended college"
"4048",NA,NA
"4049","Neither parent attended college","Neither parent attended college"
"4050","Neither parent attended college","Neither parent attended college"
"4051","At least one parent attended college","At least one parent attended college"
"4052","At least one parent attended college","Neither parent attended college"
"4053","Neither parent attended college",NA
"4054","Neither parent attended college","Neither parent attended college"
"4055","Neither parent attended college","At least one parent attended college"
"4056",NA,"Neither parent attended college"
"4057","Neither parent attended college","At least one parent attended college"
"4058",NA,"At least one parent attended college"
"4059","Neither parent attended college","At least one parent attended college"
"4060","At least one parent attended college","Neither parent attended college"
"4061","Neither parent attended college","At least one parent attended college"
"4062","Neither parent attended college",NA
"4063","Neither parent attended college","Neither parent attended college"
"4064","At least one parent attended college","At least one parent attended college"
"4065",NA,"Neither parent attended college"
"4066","Neither parent attended college","At least one parent attended college"
"4067","Neither parent attended college","Neither parent attended college"
"4068",NA,"Neither parent attended college"
"4069","Neither parent attended college","Neither parent attended college"
"4070","At least one parent attended college","Neither parent attended college"
"4071","At least one parent attended college","At least one parent attended college"
"4072","At least one parent attended college","Neither parent attended college"
"4073",NA,"At least one parent attended college"
"4074","Neither parent attended college","Neither parent attended college"
"4075","Neither parent attended college","Neither parent attended college"
"4076","At least one parent attended college","Neither parent attended college"
"4077",NA,NA
"4078",NA,NA
"4079","Neither parent attended college","At least one parent attended college"
"4080","Neither parent attended college","Neither parent attended college"
"4081","At least one parent attended college","Neither parent attended college"
"4082","Neither parent attended college","At least one parent attended college"
"4083","At least one parent attended college","At least one parent attended college"
"4084","Neither parent attended college","Neither parent attended college"
"4085","At least one parent attended college","Neither parent attended college"
"4086","At least one parent attended college","At least one parent attended college"
"4087","Neither parent attended college","At least one parent attended college"
"4088","Neither parent attended college","Neither parent attended college"
"4089","At least one parent attended college","Neither parent attended college"
"4090","Neither parent attended college","At least one parent attended college"
"4091","Neither parent attended college",NA
"4092","Neither parent attended college","At least one parent attended college"
"4093","Neither parent attended college","Neither parent attended college"
"4094","At least one parent attended college","At least one parent attended college"
"4095","At least one parent attended college","At least one parent attended college"
"4096","Neither parent attended college","Neither parent attended college"
"4097",NA,"At least one parent attended college"
"4098","At least one parent attended college","At least one parent attended college"
"4099","Neither parent attended college","At least one parent attended college"
"4100","Neither parent attended college","Neither parent attended college"
"4101",NA,"At least one parent attended college"
"4102","Neither parent attended college","Neither parent attended college"
"4103","Neither parent attended college","Neither parent attended college"
"4104",NA,"Neither parent attended college"
"4105","Neither parent attended college","Neither parent attended college"
"4106","Neither parent attended college","Neither parent attended college"
"4107","Neither parent attended college","At least one parent attended college"
"4108","At least one parent attended college","At least one parent attended college"
"4109","Neither parent attended college","Neither parent attended college"
"4110",NA,NA
"4111","Neither parent attended college","At least one parent attended college"
"4112","Neither parent attended college",NA
"4113","At least one parent attended college","Neither parent attended college"
"4114","At least one parent attended college","Neither parent attended college"
"4115",NA,"Neither parent attended college"
"4116","Neither parent attended college","At least one parent attended college"
"4117","At least one parent attended college","At least one parent attended college"
"4118","At least one parent attended college","At least one parent attended college"
"4119","Neither parent attended college","Neither parent attended college"
"4120","At least one parent attended college","At least one parent attended college"
"4121","At least one parent attended college","At least one parent attended college"
"4122","At least one parent attended college","At least one parent attended college"
"4123","Neither parent attended college",NA
"4124",NA,"At least one parent attended college"
"4125","At least one parent attended college","At least one parent attended college"
"4126",NA,NA
"4127",NA,NA
"4128",NA,"Neither parent attended college"
"4129","At least one parent attended college","Neither parent attended college"
"4130","Neither parent attended college","Neither parent attended college"
"4131",NA,"At least one parent attended college"
"4132","At least one parent attended college","Neither parent attended college"
"4133","Neither parent attended college","At least one parent attended college"
"4134",NA,NA
"4135","Neither parent attended college","Neither parent attended college"
"4136","Neither parent attended college","Neither parent attended college"
"4137",NA,"At least one parent attended college"
"4138","Neither parent attended college","Neither parent attended college"
"4139","At least one parent attended college","Neither parent attended college"
"4140","Neither parent attended college",NA
"4141","Neither parent attended college","Neither parent attended college"
"4142",NA,"Neither parent attended college"
"4143","At least one parent attended college","Neither parent attended college"
"4144",NA,"Neither parent attended college"
"4145",NA,"Neither parent attended college"
"4146","Neither parent attended college","At least one parent attended college"
"4147",NA,"Neither parent attended college"
"4148","Neither parent attended college","At least one parent attended college"
"4149","Neither parent attended college","Neither parent attended college"
"4150","At least one parent attended college","Neither parent attended college"
"4151","Neither parent attended college","Neither parent attended college"
"4152","Neither parent attended college","Neither parent attended college"
"4153","At least one parent attended college","At least one parent attended college"
"4154","Neither parent attended college","At least one parent attended college"
"4155",NA,"Neither parent attended college"
"4156","Neither parent attended college","At least one parent attended college"
"4157","Neither parent attended college","Neither parent attended college"
"4158","Neither parent attended college","Neither parent attended college"
"4159","Neither parent attended college","Neither parent attended college"
"4160","Neither parent attended college","At least one parent attended college"
"4161","At least one parent attended college","Neither parent attended college"
"4162",NA,"Neither parent attended college"
"4163","Neither parent attended college","At least one parent attended college"
"4164","Neither parent attended college","Neither parent attended college"
"4165","Neither parent attended college","Neither parent attended college"
"4166","Neither parent attended college","At least one parent attended college"
"4167","Neither parent attended college","Neither parent attended college"
"4168",NA,"Neither parent attended college"
"4169","Neither parent attended college","Neither parent attended college"
"4170","Neither parent attended college","At least one parent attended college"
"4171",NA,"Neither parent attended college"
"4172","At least one parent attended college","Neither parent attended college"
"4173","Neither parent attended college","At least one parent attended college"
"4174","Neither parent attended college","At least one parent attended college"
"4175",NA,"Neither parent attended college"
"4176","Neither parent attended college","Neither parent attended college"
"4177","At least one parent attended college",NA
"4178","Neither parent attended college","At least one parent attended college"
"4179","At least one parent attended college","Neither parent attended college"
"4180",NA,"Neither parent attended college"
"4181","Neither parent attended college","Neither parent attended college"
"4182",NA,"At least one parent attended college"
"4183",NA,"Neither parent attended college"
"4184",NA,NA
"4185","At least one parent attended college","At least one parent attended college"
"4186","Neither parent attended college","Neither parent attended college"
"4187","Neither parent attended college","Neither parent attended college"
"4188","Neither parent attended college","Neither parent attended college"
"4189","Neither parent attended college","At least one parent attended college"
"4190","Neither parent attended college","Neither parent attended college"
"4191",NA,NA
"4192","At least one parent attended college","At least one parent attended college"
"4193",NA,"Neither parent attended college"
"4194","At least one parent attended college","At least one parent attended college"
"4195",NA,"Neither parent attended college"
"4196","Neither parent attended college","Neither parent attended college"
"4197","Neither parent attended college","Neither parent attended college"
"4198","Neither parent attended college","At least one parent attended college"
"4199","Neither parent attended college","Neither parent attended college"
"4200","Neither parent attended college",NA
"4201","Neither parent attended college","Neither parent attended college"
"4202",NA,"Neither parent attended college"
"4203","At least one parent attended college","Neither parent attended college"
"4204",NA,NA
"4205",NA,"Neither parent attended college"
"4206","At least one parent attended college","At least one parent attended college"
"4207","Neither parent attended college","Neither parent attended college"
"4208",NA,"Neither parent attended college"
"4209","Neither parent attended college","Neither parent attended college"
"4210",NA,NA
"4211","Neither parent attended college","Neither parent attended college"
"4212","Neither parent attended college","Neither parent attended college"
"4213",NA,"Neither parent attended college"
"4214","Neither parent attended college","At least one parent attended college"
"4215","At least one parent attended college","At least one parent attended college"
"4216","Neither parent attended college","Neither parent attended college"
"4217",NA,"Neither parent attended college"
"4218","Neither parent attended college","Neither parent attended college"
"4219","Neither parent attended college","Neither parent attended college"
"4220","At least one parent attended college","Neither parent attended college"
"4221","At least one parent attended college","Neither parent attended college"
"4222","Neither parent attended college","Neither parent attended college"
"4223","Neither parent attended college","Neither parent attended college"
"4224","Neither parent attended college","Neither parent attended college"
"4225","Neither parent attended college","At least one parent attended college"
"4226","Neither parent attended college","Neither parent attended college"
"4227","At least one parent attended college","At least one parent attended college"
"4228","Neither parent attended college","Neither parent attended college"
"4229","Neither parent attended college","Neither parent attended college"
"4230",NA,"Neither parent attended college"
"4231","Neither parent attended college",NA
"4232","At least one parent attended college","At least one parent attended college"
"4233","Neither parent attended college","Neither parent attended college"
"4234","Neither parent attended college","Neither parent attended college"
"4235","Neither parent attended college","Neither parent attended college"
"4236","Neither parent attended college","At least one parent attended college"
"4237","Neither parent attended college","Neither parent attended college"
"4238","Neither parent attended college","At least one parent attended college"
"4239","At least one parent attended college","At least one parent attended college"
"4240","At least one parent attended college","At least one parent attended college"
"4241","Neither parent attended college","Neither parent attended college"
"4242","Neither parent attended college","Neither parent attended college"
"4243","At least one parent attended college","At least one parent attended college"
"4244",NA,NA
"4245","Neither parent attended college",NA
"4246","Neither parent attended college","At least one parent attended college"
"4247","At least one parent attended college","At least one parent attended college"
"4248","Neither parent attended college",NA
"4249","Neither parent attended college","At least one parent attended college"
"4250","At least one parent attended college","At least one parent attended college"
"4251","Neither parent attended college",NA
"4252","At least one parent attended college","Neither parent attended college"
"4253","Neither parent attended college","Neither parent attended college"
"4254","Neither parent attended college","Neither parent attended college"
"4255",NA,NA
"4256",NA,"At least one parent attended college"
"4257",NA,"Neither parent attended college"
"4258","At least one parent attended college","At least one parent attended college"
"4259","Neither parent attended college",NA
"4260","Neither parent attended college","At least one parent attended college"
"4261","Neither parent attended college","Neither parent attended college"
"4262","Neither parent attended college","Neither parent attended college"
"4263","Neither parent attended college","Neither parent attended college"
"4264","At least one parent attended college","Neither parent attended college"
"4265","At least one parent attended college","At least one parent attended college"
"4266","At least one parent attended college","Neither parent attended college"
"4267","At least one parent attended college",NA
"4268",NA,NA
"4269","Neither parent attended college","Neither parent attended college"
"4270","At least one parent attended college","Neither parent attended college"
"4271","Neither parent attended college","At least one parent attended college"
"4272","Neither parent attended college","Neither parent attended college"
"4273","Neither parent attended college","Neither parent attended college"
"4274","Neither parent attended college","At least one parent attended college"
"4275",NA,NA
"4276","Neither parent attended college","At least one parent attended college"
"4277","Neither parent attended college","Neither parent attended college"
"4278","Neither parent attended college","Neither parent attended college"
"4279","At least one parent attended college","At least one parent attended college"
"4280","At least one parent attended college","At least one parent attended college"
"4281","Neither parent attended college","Neither parent attended college"
"4282","Neither parent attended college","Neither parent attended college"
"4283",NA,NA
"4284",NA,"Neither parent attended college"
"4285","Neither parent attended college","At least one parent attended college"
"4286","Neither parent attended college","Neither parent attended college"
"4287","Neither parent attended college",NA
"4288","At least one parent attended college","Neither parent attended college"
"4289","Neither parent attended college","Neither parent attended college"
"4290",NA,"Neither parent attended college"
"4291",NA,"Neither parent attended college"
"4292","Neither parent attended college","At least one parent attended college"
"4293","Neither parent attended college","Neither parent attended college"
"4294","At least one parent attended college","Neither parent attended college"
"4295","Neither parent attended college","At least one parent attended college"
"4296",NA,"Neither parent attended college"
"4297","Neither parent attended college","At least one parent attended college"
"4298","Neither parent attended college","Neither parent attended college"
"4299","At least one parent attended college","Neither parent attended college"
"4300","Neither parent attended college","At least one parent attended college"
"4301",NA,"At least one parent attended college"
"4302",NA,"At least one parent attended college"
"4303","At least one parent attended college","Neither parent attended college"
"4304",NA,NA
"4305","Neither parent attended college","Neither parent attended college"
"4306","At least one parent attended college","At least one parent attended college"
"4307","At least one parent attended college","At least one parent attended college"
"4308","Neither parent attended college","Neither parent attended college"
"4309","Neither parent attended college","Neither parent attended college"
"4310",NA,NA
"4311","Neither parent attended college",NA
"4312","Neither parent attended college","Neither parent attended college"
"4313","Neither parent attended college","Neither parent attended college"
"4314","Neither parent attended college","Neither parent attended college"
"4315","At least one parent attended college","At least one parent attended college"
"4316","At least one parent attended college","At least one parent attended college"
"4317","At least one parent attended college","Neither parent attended college"
"4318","At least one parent attended college",NA
"4319","Neither parent attended college","At least one parent attended college"
"4320","Neither parent attended college","Neither parent attended college"
"4321","At least one parent attended college","Neither parent attended college"
"4322","Neither parent attended college","At least one parent attended college"
"4323","At least one parent attended college","Neither parent attended college"
"4324","At least one parent attended college","Neither parent attended college"
"4325","Neither parent attended college","At least one parent attended college"
"4326","Neither parent attended college","At least one parent attended college"
"4327","Neither parent attended college","At least one parent attended college"
"4328","Neither parent attended college","Neither parent attended college"
"4329","At least one parent attended college","Neither parent attended college"
"4330","At least one parent attended college","Neither parent attended college"
"4331","At least one parent attended college",NA
"4332","Neither parent attended college","Neither parent attended college"
"4333","At least one parent attended college","Neither parent attended college"
"4334","Neither parent attended college","Neither parent attended college"
"4335","Neither parent attended college","Neither parent attended college"
"4336",NA,"Neither parent attended college"
"4337",NA,"Neither parent attended college"
"4338","Neither parent attended college","Neither parent attended college"
"4339","Neither parent attended college","Neither parent attended college"
"4340","Neither parent attended college","Neither parent attended college"
"4341","Neither parent attended college","Neither parent attended college"
"4342","Neither parent attended college","Neither parent attended college"
"4343",NA,"At least one parent attended college"
"4344",NA,"Neither parent attended college"
"4345",NA,NA
"4346","Neither parent attended college",NA
"4347","At least one parent attended college","At least one parent attended college"
"4348","At least one parent attended college","At least one parent attended college"
"4349","Neither parent attended college","Neither parent attended college"
"4350",NA,"At least one parent attended college"
"4351",NA,NA
"4352",NA,"Neither parent attended college"
"4353","Neither parent attended college","Neither parent attended college"
"4354","Neither parent attended college","Neither parent attended college"
"4355","Neither parent attended college","Neither parent attended college"
"4356","Neither parent attended college","Neither parent attended college"
"4357","At least one parent attended college","At least one parent attended college"
"4358","At least one parent attended college","Neither parent attended college"
"4359","Neither parent attended college","Neither parent attended college"
"4360","At least one parent attended college","Neither parent attended college"
"4361","Neither parent attended college","Neither parent attended college"
"4362","At least one parent attended college","Neither parent attended college"
"4363",NA,"Neither parent attended college"
"4364",NA,NA
"4365",NA,NA
"4366","Neither parent attended college","At least one parent attended college"
"4367","Neither parent attended college","Neither parent attended college"
"4368","At least one parent attended college","Neither parent attended college"
"4369","At least one parent attended college","At least one parent attended college"
"4370","At least one parent attended college","At least one parent attended college"
"4371","At least one parent attended college","At least one parent attended college"
"4372","Neither parent attended college","Neither parent attended college"
"4373","Neither parent attended college","Neither parent attended college"
"4374","Neither parent attended college",NA
"4375","Neither parent attended college","Neither parent attended college"
"4376",NA,"At least one parent attended college"
"4377","At least one parent attended college","At least one parent attended college"
"4378","Neither parent attended college","Neither parent attended college"
"4379","Neither parent attended college","At least one parent attended college"
"4380","At least one parent attended college","Neither parent attended college"
"4381",NA,"Neither parent attended college"
"4382",NA,"Neither parent attended college"
"4383","Neither parent attended college",NA
"4384","At least one parent attended college","At least one parent attended college"
"4385","Neither parent attended college","At least one parent attended college"
"4386","At least one parent attended college","Neither parent attended college"
"4387","Neither parent attended college","Neither parent attended college"
"4388","At least one parent attended college","At least one parent attended college"
"4389","Neither parent attended college","Neither parent attended college"
"4390","Neither parent attended college","Neither parent attended college"
"4391","At least one parent attended college","At least one parent attended college"
"4392","At least one parent attended college","Neither parent attended college"
"4393",NA,NA
"4394","At least one parent attended college","Neither parent attended college"
"4395","Neither parent attended college","Neither parent attended college"
"4396","Neither parent attended college","Neither parent attended college"
"4397","At least one parent attended college","Neither parent attended college"
"4398","At least one parent attended college","Neither parent attended college"
"4399","At least one parent attended college","At least one parent attended college"
"4400","Neither parent attended college","At least one parent attended college"
"4401","Neither parent attended college","At least one parent attended college"
"4402","At least one parent attended college","Neither parent attended college"
"4403","Neither parent attended college","Neither parent attended college"
"4404","At least one parent attended college","At least one parent attended college"
"4405","Neither parent attended college","At least one parent attended college"
"4406",NA,"At least one parent attended college"
"4407","At least one parent attended college","At least one parent attended college"
"4408","Neither parent attended college",NA
"4409","Neither parent attended college",NA
"4410","Neither parent attended college","Neither parent attended college"
"4411","Neither parent attended college","Neither parent attended college"
"4412",NA,"Neither parent attended college"
"4413",NA,"At least one parent attended college"
"4414","At least one parent attended college","At least one parent attended college"
"4415",NA,"At least one parent attended college"
"4416","Neither parent attended college","Neither parent attended college"
"4417","Neither parent attended college","Neither parent attended college"
"4418","At least one parent attended college","At least one parent attended college"
"4419","Neither parent attended college",NA
"4420","Neither parent attended college","Neither parent attended college"
"4421",NA,"At least one parent attended college"
"4422","Neither parent attended college","Neither parent attended college"
"4423","Neither parent attended college","At least one parent attended college"
"4424",NA,"At least one parent attended college"
"4425","At least one parent attended college","Neither parent attended college"
"4426",NA,"At least one parent attended college"
"4427","At least one parent attended college","At least one parent attended college"
"4428","At least one parent attended college","At least one parent attended college"
"4429","Neither parent attended college","Neither parent attended college"
"4430","Neither parent attended college","At least one parent attended college"
"4431","Neither parent attended college","At least one parent attended college"
"4432","At least one parent attended college","Neither parent attended college"
"4433",NA,"Neither parent attended college"
"4434",NA,NA
"4435","At least one parent attended college","At least one parent attended college"
"4436","Neither parent attended college","At least one parent attended college"
"4437","Neither parent attended college",NA
"4438","At least one parent attended college","At least one parent attended college"
"4439","Neither parent attended college","At least one parent attended college"
"4440",NA,NA
"4441","At least one parent attended college","At least one parent attended college"
"4442","At least one parent attended college","At least one parent attended college"
"4443",NA,NA
"4444",NA,"Neither parent attended college"
"4445","At least one parent attended college","At least one parent attended college"
"4446","At least one parent attended college","At least one parent attended college"
"4447","Neither parent attended college","Neither parent attended college"
"4448",NA,NA
"4449","Neither parent attended college","At least one parent attended college"
"4450","At least one parent attended college","Neither parent attended college"
"4451","Neither parent attended college","Neither parent attended college"
"4452",NA,NA
"4453","At least one parent attended college","At least one parent attended college"
"4454",NA,"Neither parent attended college"
"4455","At least one parent attended college","At least one parent attended college"
"4456",NA,"Neither parent attended college"
"4457",NA,"Neither parent attended college"
"4458","At least one parent attended college","Neither parent attended college"
"4459","At least one parent attended college","At least one parent attended college"
"4460",NA,NA
"4461","Neither parent attended college","Neither parent attended college"
"4462","Neither parent attended college","Neither parent attended college"
"4463","At least one parent attended college","At least one parent attended college"
"4464","At least one parent attended college","Neither parent attended college"
"4465","Neither parent attended college","Neither parent attended college"
"4466","At least one parent attended college","Neither parent attended college"
"4467",NA,NA
"4468","Neither parent attended college","At least one parent attended college"
"4469","Neither parent attended college","Neither parent attended college"
"4470",NA,"At least one parent attended college"
"4471","Neither parent attended college",NA
"4472","At least one parent attended college","At least one parent attended college"
"4473",NA,"At least one parent attended college"
"4474",NA,"Neither parent attended college"
"4475","Neither parent attended college","Neither parent attended college"
"4476","Neither parent attended college","Neither parent attended college"
"4477","Neither parent attended college","At least one parent attended college"
"4478","Neither parent attended college","Neither parent attended college"
"4479","Neither parent attended college","At least one parent attended college"
"4480",NA,"Neither parent attended college"
"4481","Neither parent attended college","At least one parent attended college"
"4482","At least one parent attended college","At least one parent attended college"
"4483","Neither parent attended college","At least one parent attended college"
"4484",NA,"Neither parent attended college"
"4485",NA,"At least one parent attended college"
"4486","At least one parent attended college","Neither parent attended college"
"4487","Neither parent attended college","Neither parent attended college"
"4488","At least one parent attended college","Neither parent attended college"
"4489","Neither parent attended college","Neither parent attended college"
"4490","Neither parent attended college","At least one parent attended college"
"4491","At least one parent attended college","At least one parent attended college"
"4492","At least one parent attended college","Neither parent attended college"
"4493","Neither parent attended college","At least one parent attended college"
"4494","At least one parent attended college","Neither parent attended college"
"4495","Neither parent attended college","Neither parent attended college"
"4496","Neither parent attended college","Neither parent attended college"
"4497","Neither parent attended college","Neither parent attended college"
"4498","At least one parent attended college","At least one parent attended college"
"4499",NA,"At least one parent attended college"
"4500","Neither parent attended college","At least one parent attended college"
"4501","At least one parent attended college","Neither parent attended college"
"4502","Neither parent attended college","Neither parent attended college"
"4503","At least one parent attended college","At least one parent attended college"
"4504","Neither parent attended college","Neither parent attended college"
"4505","Neither parent attended college","At least one parent attended college"
"4506","At least one parent attended college",NA
"4507","Neither parent attended college","Neither parent attended college"
"4508","At least one parent attended college",NA
"4509",NA,"Neither parent attended college"
"4510",NA,"Neither parent attended college"
"4511","Neither parent attended college","At least one parent attended college"
"4512","Neither parent attended college","Neither parent attended college"
"4513",NA,"At least one parent attended college"
"4514","Neither parent attended college","Neither parent attended college"
"4515","Neither parent attended college","At least one parent attended college"
"4516",NA,NA
"4517","At least one parent attended college","Neither parent attended college"
"4518","Neither parent attended college","Neither parent attended college"
"4519","At least one parent attended college","At least one parent attended college"
"4520","Neither parent attended college","At least one parent attended college"
"4521","Neither parent attended college","Neither parent attended college"
"4522","Neither parent attended college","At least one parent attended college"
"4523",NA,"Neither parent attended college"
"4524","Neither parent attended college","Neither parent attended college"
"4525","At least one parent attended college","At least one parent attended college"
"4526","Neither parent attended college","Neither parent attended college"
"4527","Neither parent attended college","At least one parent attended college"
"4528","Neither parent attended college","Neither parent attended college"
"4529","Neither parent attended college","At least one parent attended college"
"4530","Neither parent attended college","Neither parent attended college"
"4531","Neither parent attended college","Neither parent attended college"
"4532",NA,"Neither parent attended college"
"4533","At least one parent attended college","At least one parent attended college"
"4534","At least one parent attended college","Neither parent attended college"
"4535",NA,"Neither parent attended college"
"4536","Neither parent attended college","Neither parent attended college"
"4537","Neither parent attended college","Neither parent attended college"
"4538","At least one parent attended college","At least one parent attended college"
"4539","Neither parent attended college","At least one parent attended college"
"4540",NA,NA
"4541",NA,"Neither parent attended college"
"4542",NA,NA
"4543","At least one parent attended college","Neither parent attended college"
"4544","Neither parent attended college","Neither parent attended college"
"4545","At least one parent attended college","At least one parent attended college"
"4546","At least one parent attended college","At least one parent attended college"
"4547",NA,"Neither parent attended college"
"4548","Neither parent attended college","Neither parent attended college"
"4549","Neither parent attended college","Neither parent attended college"
"4550","At least one parent attended college","At least one parent attended college"
"4551","Neither parent attended college","At least one parent attended college"
"4552",NA,"Neither parent attended college"
"4553",NA,"Neither parent attended college"
"4554","At least one parent attended college","Neither parent attended college"
"4555",NA,"At least one parent attended college"
"4556","Neither parent attended college","At least one parent attended college"
"4557","At least one parent attended college","Neither parent attended college"
"4558","At least one parent attended college","At least one parent attended college"
"4559","At least one parent attended college","Neither parent attended college"
"4560",NA,"Neither parent attended college"
"4561","At least one parent attended college","Neither parent attended college"
"4562","Neither parent attended college","At least one parent attended college"
"4563",NA,"Neither parent attended college"
"4564",NA,"At least one parent attended college"
"4565","Neither parent attended college","Neither parent attended college"
"4566","Neither parent attended college","Neither parent attended college"
"4567","At least one parent attended college","Neither parent attended college"
"4568","Neither parent attended college","Neither parent attended college"
"4569","At least one parent attended college","Neither parent attended college"
"4570","Neither parent attended college","At least one parent attended college"
"4571","At least one parent attended college","At least one parent attended college"
"4572","Neither parent attended college","At least one parent attended college"
"4573","Neither parent attended college","Neither parent attended college"
"4574","Neither parent attended college","Neither parent attended college"
"4575",NA,"Neither parent attended college"
"4576","Neither parent attended college","At least one parent attended college"
"4577",NA,NA
"4578","Neither parent attended college","Neither parent attended college"
"4579","At least one parent attended college","At least one parent attended college"
"4580",NA,"Neither parent attended college"
"4581","Neither parent attended college","Neither parent attended college"
"4582","At least one parent attended college","Neither parent attended college"
"4583",NA,"At least one parent attended college"
"4584","Neither parent attended college","Neither parent attended college"
"4585",NA,"At least one parent attended college"
"4586","Neither parent attended college","Neither parent attended college"
"4587","Neither parent attended college","Neither parent attended college"
"4588","At least one parent attended college","Neither parent attended college"
"4589","Neither parent attended college","At least one parent attended college"
"4590","Neither parent attended college","At least one parent attended college"
"4591","Neither parent attended college","At least one parent attended college"
"4592","Neither parent attended college","Neither parent attended college"
"4593","At least one parent attended college","Neither parent attended college"
"4594",NA,"Neither parent attended college"
"4595","Neither parent attended college","At least one parent attended college"
"4596","Neither parent attended college","At least one parent attended college"
"4597","Neither parent attended college","Neither parent attended college"
"4598","At least one parent attended college","At least one parent attended college"
"4599","Neither parent attended college","Neither parent attended college"
"4600","Neither parent attended college","Neither parent attended college"
"4601","Neither parent attended college","Neither parent attended college"
"4602","At least one parent attended college","Neither parent attended college"
"4603","Neither parent attended college","At least one parent attended college"
"4604",NA,"Neither parent attended college"
"4605","Neither parent attended college","Neither parent attended college"
"4606","Neither parent attended college","Neither parent attended college"
"4607","At least one parent attended college","At least one parent attended college"
"4608",NA,"Neither parent attended college"
"4609","At least one parent attended college","At least one parent attended college"
"4610","At least one parent attended college","At least one parent attended college"
"4611",NA,"Neither parent attended college"
"4612","Neither parent attended college","At least one parent attended college"
"4613","At least one parent attended college",NA
"4614",NA,"Neither parent attended college"
"4615","Neither parent attended college","Neither parent attended college"
"4616",NA,"At least one parent attended college"
"4617","Neither parent attended college","Neither parent attended college"
"4618","Neither parent attended college","At least one parent attended college"
"4619","Neither parent attended college","Neither parent attended college"
"4620",NA,"Neither parent attended college"
"4621","Neither parent attended college","At least one parent attended college"
